"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","ZhviRecordCnt","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI","BottomMonth","BottomQuarter","BottomZHVI","PctFallFromPeakToBottom"
2014-02-28,"Woodstone","TX","San Antonio","Bexar","San Antonio",2775,106700,0.00470809792843691,0.00755429650613787,0.043010752688172,0.00747496012643634,0.0233592063248351,1433,"2012-03","2012-Q1",123900,-0.138821630347054,"2011-08","2013-01","2013-Q1",102200,-0.175141242937853
2014-02-28,"Mount Washington","MD","Baltimore","Baltimore City","Baltimore",2776,276900,0.00217155266015201,0.00984682713347921,0.0536529680365297,-0.0192097280253357,0.0171064873019415,1579,"2007-03","2007-Q1",343500,-0.193886462882096,"2004-12","2012-03","2012-Q1",250000,-0.272197962154294
2014-02-28,"Madison Valley","WA","Seattle","King","Seattle",2777,534900,0.000561167227833895,0.00281214848143982,0.0788624445340863,0.0189402718940244,0.0354104916538966,1457,"2007-05","2007-Q2",562300,-0.0487284367775209,"2006-11","2011-08","2011-Q3",440900,-0.215898986306242
2014-02-28,"Milkhouse","AL","Mobile","Mobile","Mobile",2778,118400,-0.00837520938023451,-0.0255144032921811,-0.0640316205533597,-0.0507248823062373,0.00161905419968611,1440,"2007-07","2007-Q3",162200,-0.270036991368681,"2004-07","2014-02","2014-Q1",118400,-0.270036991368681
2014-02-28,"Midtown","MI","Grand Rapids","Kent","Grand Rapids",2779,96700,0.00939457202505219,0.0342245989304813,0.13231850117096,0.0106747778321903,-0.00143636385177703,1556,"2006-03","2006-Q1",107000,-0.0962616822429907,"2003-12","2012-07","2012-Q3",78400,-0.267289719626168
2014-02-28,"Southmoor Park","CO","Denver","Denver","Denver",2780,357600,0.00027972027972028,-0.00251046025104603,0.0508374963267705,0.0255628020383487,0.013864708736252,966,"2013-11","2013-Q4",358500,-0.00251046025104603,"2013-10","2014-01","2014-Q1",357500,-0.00278940027894003
2014-02-28,"Carrollton Ridge","MD","Baltimore","Baltimore City","Baltimore",2781,37800,0.0161290322580645,0.052924791086351,-0.0381679389312977,,,2048,"2006-11","2006-Q4",45100,-0.161862527716186,"2005-01","2013-10","2013-Q4",34900,-0.226164079822616
2014-02-28,"Lathrop Homes","IL","Chicago","Cook","Chicago",2782,355400,0.00537482319660538,0.0283564814814815,0.126465927099842,-0.00179112311113949,0.00181885145913907,1177,"2007-01","2007-Q1",390600,-0.0901177675371224,"2004-05","2012-05","2012-Q2",303600,-0.222734254992319
2014-02-28,"Park Santiago","CA","Los Angeles","Orange","Santa Ana",2783,513400,0.00904088050314465,0.0424365482233503,0.192289828146772,0.0445836770343999,0.0119490038284977,1071,"2006-10","2006-Q4",692000,-0.258092485549133,"2004-06","2012-02","2012-Q1",388300,-0.438872832369942
2014-02-28,"Knoxville","PA","Pittsburgh","Allegheny","Pittsburgh",2784,49400,-0.00603621730382294,0,0.0334728033472803,0.00327071581407212,0.0180701164462391,1376,"2014-01","2014-Q1",49700,-0.00603621730382294,"2013-11","2014-02","2014-Q1",49400,-0.00603621730382294
2014-02-28,"Nashboro Village","TN","Nashville","Davidson","Nashville",2785,103900,0.0028957528957529,0.00971817298347911,0.0811654526534859,-0.0309718474220383,-0.00395494119223916,786,"2007-04","2007-Q2",130800,-0.20565749235474,"2003-10","2012-07","2012-Q3",94700,-0.275993883792049
2014-02-28,"Jefferson","CA","San Francisco","Alameda","Oakland",2786,293000,0.00895316804407714,0.0255512775638782,0.36660447761194,-0.0124241775428121,-0.0122696267632163,746,"2006-04","2006-Q2",494800,-0.40784155214228,"2003-01","2012-05","2012-Q2",185500,-0.625101050929669
2014-02-28,"Ormewood Park","GA","Atlanta","Fulton","Atlanta",2787,223400,0.00404494382022472,0.0191605839416058,0.177648919346336,0.0191354136612134,0.0113285396424361,1731,"2007-01","2007-Q1",235600,-0.0517826825127334,"2006-01","2011-11","2011-Q4",172200,-0.269100169779287
2014-02-28,"Hikes Point","KY","Louisville/Jefferson County","Jefferson","Louisville",2788,144400,-0.00138312586445367,-0.00482425913163336,0.0233876683203402,0.0131036483609148,0.012049620477472,1575,"2013-11","2013-Q4",145100,-0.00482425913163336,"2013-10","2014-02","2014-Q1",144400,-0.00482425913163336
2014-02-28,"Reichlieu","AL","Mobile","Mobile","Mobile",2789,125700,-0.0055379746835443,-0.01796875,-0.0498866213151927,-0.0447091056660169,0.0047351810606755,606,"2008-01","2008-Q1",168200,-0.252675386444709,"2004-08","2014-02","2014-Q1",125700,-0.252675386444709
2014-02-28,"Chaffee Park","CO","Denver","Denver","Denver",2790,186300,0.00648298217179903,0.0147058823529412,0.12772397094431,0.0679644969870634,0.0137618620963134,1365,"2014-02","2014-Q1",186300,0,"2014-02",,,,
2014-02-28,"West Plaza","MO","Kansas City","Jackson","Kansas City",2791,177600,-0.00224719101123596,0.0148571428571429,0.120504731861199,,,1602,"2010-08","2010-Q3",185700,-0.0436187399030695,"2010-07","2011-08","2011-Q3",141100,-0.240172320947765
2014-02-28,"Sandpointe","CA","Los Angeles","Orange","Santa Ana",2792,552100,0.00272430076280421,0.0117280557082646,0.17768771331058,0.0301065742265203,0.0129171092854006,778,"2006-12","2006-Q4",723700,-0.237114826585602,"2004-07","2012-01","2012-Q1",384500,-0.468702501036341
2014-02-28,"Bonneville Hills","UT","Salt Lake City","Salt Lake","Salt Lake City",2793,408200,-0.00317460317460317,0.00442913385826772,0.0431893687707641,0.0122452293525499,0.0545036420153606,1280,"2007-11","2007-Q4",418200,-0.0239120038259206,"2007-10","2011-02","2011-Q1",351000,-0.160688665710187
2014-02-28,"Oakland-Winchell","MI","Kalamazoo","Kalamazoo","Kalamazoo",2794,151900,0.00197889182058048,0.00396563119629874,0.0563282336578581,0.0048085562699276,-0.00188936804822226,1496,"2006-02","2006-Q1",163000,-0.0680981595092024,"2004-01","2012-09","2012-Q3",138400,-0.150920245398773
2014-02-28,"45th and Moncrief","FL","Jacksonville","Duval","Jacksonville",2795,44000,0.00227790432801822,0.0114942528735632,0.0280373831775701,-0.100206669367769,-0.0367760550479228,820,"2006-10","2006-Q4",92300,-0.52329360780065,"1998-02","2013-05","2013-Q2",42100,-0.543878656554713
2014-02-28,"Westside Development","AZ","Tucson","Pima","Tucson",2796,135900,-0.000735294117647059,0.00666666666666667,0.108482871125612,-0.0324861584720326,0.00360236601850628,1270,"2006-08","2006-Q3",194800,-0.302361396303901,"2004-08","2012-09","2012-Q3",116000,-0.404517453798768
2014-02-28,"Greenbriar","GA","Atlanta","Fulton","Atlanta",2797,76100,0.0106241699867198,0.0643356643356643,0.142642642642643,-0.071205858084499,-0.0518479998843152,606,"2006-02","2006-Q1",144100,-0.471894517696044,,"2012-10","2012-Q4",64800,-0.550312283136711
2014-02-28,"Lowry Hill","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2798,262200,-0.0161350844277674,-0.0455041863851474,-0.0150262960180316,-0.00377084650129844,-0.00978745211642917,1389,"2006-04","2006-Q2",336500,-0.220802377414562,"2002-12","2012-07","2012-Q3",249400,-0.258841010401189
2014-02-28,"Crafton Heights","PA","Pittsburgh","Allegheny","Pittsburgh",2799,77400,0.00259067357512953,0.0184210526315789,0.0735090152565881,0.0157003162509384,0.0162148912307791,1301,"2014-02","2014-Q1",77400,0,"2014-02",,,,
2014-02-28,"East Columbus","OH","Columbus","Franklin","Columbus",2800,40900,0.00987654320987654,0.0568475452196382,0.117486338797814,-0.0505119839160205,-0.0319658294910455,1033,"2007-03","2007-Q1",63700,-0.357927786499215,,"2013-01","2013-Q1",36200,-0.43171114599686
2014-02-28,"Sunset Park","FL","Tampa","Hillsborough","Tampa",2801,540200,0.00670890793887439,0.0271914812702035,0.123310459555001,0.0258427930644134,0.0232920651840298,1430,"2006-04","2006-Q2",654400,-0.174511002444988,"2005-03","2011-09","2011-Q3",421000,-0.356662591687042
2014-02-28,"Southmoreland","MO","Kansas City","Jackson","Kansas City",2802,200200,-0.00645161290322581,-0.0147637795275591,-0.0333172380492516,,,906,"2010-08","2010-Q3",225500,-0.11219512195122,"2010-04","2011-04","2011-Q2",183500,-0.186252771618625
2014-02-28,"Cajon","CA","Riverside","San Bernardino","San Bernardino",2803,190200,0.00955414012738853,0.039344262295082,0.283400809716599,0.019846125309509,0.00414114866595017,927,"2006-09","2006-Q3",335000,-0.432238805970149,"2004-04","2010-06","2010-Q2",122900,-0.633134328358209
2014-02-28,"Orchard Park","KS","Wichita","Sedgwick","Wichita",2804,91900,0.00878155872667398,0.0199778024417314,,,,1360,"2009-04","2009-Q2",102400,-0.1025390625,"2009-01","2012-01","2012-Q1",83200,-0.1875
2014-02-28,"Greenwood Hills","TX","Dallas-Fort Worth","Dallas","Richardson",2805,159800,0.0082018927444795,0.0152477763659466,0.116701607267645,0.0302166557593837,0.020227212080199,1509,"2013-09","2013-Q3",160000,-0.00125,"2013-09","2013-12","2013-Q4",156800,-0.02
2014-02-28,"West Portland Park","OR","Portland","Multnomah","Portland",2806,298800,0.0053835800807537,0.0236382322713258,0.125423728813559,-0.0000669209669381665,0.0296925558100241,1075,"2008-03","2008-Q1",323700,-0.0769230769230769,"2006-04","2011-10","2011-Q4",232600,-0.281433426011739
2014-02-28,"Downtown","NM","Albuquerque","Bernalillo","Albuquerque",2807,199400,-0.00746640119462419,-0.00150225338007011,0.0412532637075718,,,1008,"2009-06","2009-Q2",211900,-0.0589900896649363,"2009-03","2011-07","2011-Q3",179200,-0.154318074563473
2014-02-28,"Germantown","KY","Louisville/Jefferson County","Jefferson","Louisville",2808,96800,0.00310880829015544,0.0146750524109015,0.0556161395856052,0.0342473355431212,0.0258442048302447,1628,"2014-02","2014-Q1",96800,0,"2014-02",,,,
2014-02-28,"Azalea-Hollywood Park","CA","San Diego","San Diego","San Diego",2809,290600,-0.00513522766175967,0.011134307585247,0.235019124521887,0.0614244635740602,-0.00774620783341362,432,"2006-04","2006-Q2",405100,-0.282646260182671,"2003-10","2012-04","2012-Q2",176100,-0.565292520365342
2014-02-28,"Mountain View","WA","Portland","Clark","Vancouver",2810,183800,0.00382304751501912,0.00989010989010989,0.115968427443837,-0.0149724635311449,0.0174512314192239,674,"2007-03","2007-Q1",224800,-0.182384341637011,"2005-06","2012-08","2012-Q3",151800,-0.324733096085409
2014-02-28,"Brandywine","OH","Columbus","Franklin","Columbus",2811,106300,0.00377714825306893,0.0280464216634429,0.0350535540408958,-0.0298637940236109,-0.0198502999524764,1209,"2005-04","2005-Q2",133600,-0.204341317365269,"1999-03","2012-01","2012-Q1",99400,-0.255988023952096
2014-02-28,"Stevens Square","MN","Minneapolis-St Paul","Hennepin","Minneapolis",2812,129800,-0.00688599846977812,-0.013677811550152,0.113207547169811,-0.0116033797076037,-0.00970746363952435,609,"2007-02","2007-Q1",172400,-0.247099767981439,"2003-01","2012-06","2012-Q2",107700,-0.375290023201856
2014-02-28,"Cooper Commons","AZ","Phoenix","Maricopa","Chandler",2813,232100,-0.0144373673036093,-0.0243799915931063,0.0958451369216242,0.0176103842652586,0.0233838320012143,1626,"2006-01","2006-Q1",334100,-0.305297815025442,"2005-01","2011-01","2011-Q1",167000,-0.500149655791679
2014-02-28,"Bryn Mawr","FL","Orlando","Orange","Orlando",2814,148800,0.0136239782016349,0.0405594405594406,0.10631970260223,-0.0268591364453328,-0.00815675370022917,1009,"2006-06","2006-Q2",266100,-0.440811724915445,"2003-03","2012-04","2012-Q2",126900,-0.523111612175874
2014-02-28,"Wilshire Square","CA","Los Angeles","Orange","Santa Ana",2815,379600,0.00850159404888417,0.0251147718066433,0.196344153797668,0.0469390372599099,0.00467544281723198,607,"2007-01","2007-Q1",611700,-0.379434363249959,"2004-05","2009-10","2009-Q4",266300,-0.56465587706392
2014-02-28,"Whiteaker","OR","Eugene","Lane","Eugene",2816,205500,-0.000972289742343218,0.0024390243902439,0.0442073170731707,-0.00526849246224381,0.0377265855379012,604,"2008-08","2008-Q3",217000,-0.0529953917050691,"2006-09","2012-03","2012-Q1",186600,-0.140092165898618
2014-02-28,"Michigan Park","DC","Washington","District of Columbia","Washington",2817,364800,0.00968724052034321,0.0255833567613157,0.142857142857143,0.0246380077014969,0.0530272111035923,1419,"2007-09","2007-Q3",370900,-0.0164464815314101,"2007-01","2011-07","2011-Q3",281700,-0.240496090590456
2014-02-28,"Candleridge","TX","Dallas-Fort Worth","Tarrant","Fort Worth",2818,152500,0.005273566249176,0.0153129161118509,0.0649441340782123,-0.0040167144746095,0.00498653520541703,1158,"2009-09","2009-Q3",157300,-0.0305149396058487,"2008-10","2012-07","2012-Q3",138600,-0.118881118881119
2014-02-28,"Stapleton","CO","Denver","Denver","Denver",2819,436400,0.00414173953060285,0.0215355805243446,0.0981378963261198,0.0304067840809779,0.0223662250589145,4220,"2014-02","2014-Q1",436400,0,"2014-02",,,,
2014-02-28,"Centretech","CO","Denver","Arapahoe","Aurora",2820,64000,-0.0046656298600311,0,0.0684474123539232,-0.00217325867574203,-0.0456329796600291,566,"2003-10","2003-Q4",104400,-0.386973180076628,"1997-12","2012-05","2012-Q2",51300,-0.508620689655172
2014-02-28,"Downtown","MD","Baltimore","Baltimore City","Baltimore",2821,220600,-0.0103185284881113,-0.0217294900221729,-0.00451263537906137,-0.0439593317558145,0.0469700865493914,514,"2008-06","2008-Q2",299800,-0.264176117411608,"2006-02","2011-08","2011-Q3",214700,-0.283855903935957
2014-02-28,"Cherokee Triangle","KY","Louisville/Jefferson County","Jefferson","Louisville",2822,295300,0.00203596878181201,0.00408024481468888,0.00750597065847834,0.0312404723553934,0.0248170687462659,1074,"2013-08","2013-Q3",300400,-0.0169773635153129,"2013-03","2013-12","2013-Q4",294100,-0.0209720372836218
2014-02-28,"Virden","MS","Jackson","Hinds","Jackson",2823,46400,-0.0190274841437632,-0.0353430353430353,-0.0127659574468085,,,1493,"2009-08","2009-Q3",60900,-0.238095238095238,"2009-01","2013-08","2013-Q3",44000,-0.277504105090312
2014-02-28,"Allendale","MD","Baltimore","Baltimore City","Baltimore",2824,68400,-0.00436681222707424,-0.0242510699001427,-0.0976253298153034,-0.0766286750129979,0.00714422528307668,1509,"2009-08","2009-Q3",106000,-0.354716981132075,"2005-09","2014-02","2014-Q1",68400,-0.354716981132075
2014-02-28,"Lyon Village","VA","Washington","Arlington","Arlington",2825,1028200,0.0102181175083513,0.0303637639041988,0.067261781191613,0.0353630635290574,0.0359003128510327,912,"2014-02","2014-Q1",1028200,0,"2014-02",,,,
2014-02-28,"Woodridge","DC","Washington","District of Columbia","Washington",2826,439900,0.0140617796219456,0.0571977889930305,0.336269744835966,0.0660476567698165,0.0557529980954858,1506,"2014-02","2014-Q1",439900,0,"2014-02",,,,
2014-02-28,"Rickarby","AL","Mobile","Mobile","Mobile",2827,52200,-0.00760456273764258,0.00384615384615385,-0.0132325141776938,-0.0396402962554538,0.0114128304104513,1353,"2007-05","2007-Q2",66400,-0.213855421686747,"2005-04","2013-08","2013-Q3",49300,-0.257530120481928
2014-02-28,"Southwest Airport","OH","Columbus","Franklin","Columbus",2828,83600,0,0.00239808153477218,0.0595690747782003,-0.0324668085937363,-0.0258235082643959,1284,"2005-11","2005-Q4",112700,-0.258207630878438,"1997-12","2012-07","2012-Q3",73200,-0.350488021295475
2014-02-28,"Overbrook","PA","Pittsburgh","Allegheny","Pittsburgh",2829,77500,-0.00257400257400257,-0.00257400257400257,0.0778859527121001,0.0220293777879046,0.0125688434045494,1535,"2013-12","2013-Q4",77900,-0.00513478818998716,"2013-11","2014-02","2014-Q1",77500,-0.00513478818998716
2014-02-28,"Otay Mesa","CA","San Diego","San Diego","San Diego",2830,417200,-0.00334448160535117,-0.00666666666666667,0.0887265135699374,0.000720634906261175,-0.00971854337290423,449,"2005-07","2005-Q3",648000,-0.356172839506173,"2002-12","2011-10","2011-Q4",322000,-0.503086419753086
2014-02-28,"Cross Creek","OH","Columbus","Franklin","Columbus",2831,149200,-0.00133868808567604,0.000670690811535882,0.0514446793516561,-0.000535332212695194,0.00251431571923066,1952,"2006-04","2006-Q2",155700,-0.0417469492614001,"2004-09","2012-12","2012-Q4",140600,-0.0969813744380218
2014-02-28,"Western 49-63","MO","Kansas City","Jackson","Kansas City",2832,164600,0.00121654501216545,0.00365853658536585,-0.0237247924080664,,,1600,"2010-08","2010-Q3",189700,-0.13231418028466,,"2011-09","2011-Q3",142200,-0.250395361096468
2014-02-28,"Riverside Rancho","CA","Los Angeles","Los Angeles","Glendale",2833,540600,0.00745434215430488,0.0238636363636364,0.268418582824965,0.0398286575924121,0.0285913836714586,565,"2006-01","2006-Q1",620200,-0.128345694937117,"2005-05","2011-10","2011-Q4",369300,-0.404546920348275
2014-02-28,"Madrona","WA","Seattle","King","Seattle",2834,641700,0,0.00171714018108024,0.0559486588777357,0.0186392076098405,0.0355506499337788,1301,"2007-04","2007-Q2",655800,-0.0215004574565416,"2006-08","2012-02","2012-Q1",550300,-0.160872217139372
2014-02-28,"Houghton","WA","Seattle","King","Kirkland",2835,736200,0.00780287474332649,0.037339721008877,0.175287356321839,0.019938524116538,0.0396348382676659,1200,"2007-01","2007-Q1",765500,-0.0382756368386675,"2006-09","2010-12","2010-Q4",560800,-0.26740692357936
2014-02-28,"Walnut Creek","OH","Columbus","Franklin","Columbus",2836,65400,-0.0060790273556231,-0.00909090909090909,-0.00152671755725191,-0.0497299091412183,-0.0360365321095033,773,"2005-09","2005-Q3",100200,-0.347305389221557,,"2013-04","2013-Q2",64900,-0.352295409181637
2014-02-28,"Salem Village","OH","Columbus","Franklin","Columbus",2837,99600,0.00201207243460765,0.0142566191446029,0.00606060606060606,-0.0214404224079191,-0.0156351921309857,890,"2006-04","2006-Q2",125200,-0.204472843450479,"2000-11","2012-01","2012-Q1",95400,-0.238019169329073
2014-02-28,"Mondawin","MD","Baltimore","Baltimore City","Baltimore",2838,46400,0.0153172866520788,0.0593607305936073,0.250673854447439,-0.0160115537106662,0.000866181192758164,1339,"2009-09","2009-Q3",60700,-0.235584843492586,"2006-10","2013-01","2013-Q1",36600,-0.397034596375618
2014-02-28,"Greenway","DC","Washington","District of Columbia","Washington",2839,209300,0.0111111111111111,0.024975514201763,0.097535395909806,-0.0111775400288066,0.0369570899538563,497,"2008-02","2008-Q1",246700,-0.151601134981759,"2005-12","2011-10","2011-Q4",174000,-0.294689906769355
2014-02-28,"Colonial Hills","NE","Lincoln","Lancaster","Lincoln",2840,163900,0.00737553779963122,0.0192786069651741,0.00490496627835684,0.0116207479471648,0.00710323650289024,1519,"2012-11","2012-Q4",164300,-0.00243457090687766,"2012-10","2013-11","2013-Q4",160800,-0.0213024954351795
2014-02-28,"Inman Park","GA","Atlanta","Fulton","Atlanta",2841,336600,0.0166112956810631,0.0555032925682032,0.177334732423924,0.0192448764914566,0.0241275734907513,1219,"2014-02","2014-Q1",336600,0,"2014-02",,,,
2014-02-28,"Carlen","AL","Mobile","Mobile","Mobile",2842,122100,-0.00488997555012225,-0.00731707317073171,-0.0431034482758621,-0.0347246353862278,0.0151057663072831,1637,"2007-01","2007-Q1",153600,-0.205078125,"2005-12","2014-02","2014-Q1",122100,-0.205078125
2014-02-28,"WoodRidge","WA","Seattle","King","Bellevue",2843,647800,0.0044968212125911,0.0187136342192169,0.158026456918127,0.0302205825483872,0.0518374726031163,1269,"2007-11","2007-Q4",653100,-0.00811514316337467,"2007-09","2011-04","2011-Q2",469800,-0.280661460725769
